id,facility_code,mappings,registration_number,facility_name,common_name,physical_address,postal_address,village,ta,contact_person_fullname,contact_person_phone,contact_person_email,district,district_code,facility_type,datum,langitude,latitude,catchment_area,catchment_population,operational_status,ownership,regulatory_status,Other inpatient beds,Motor Vehicle Ambulances,Motor cycles,Bicycles,Motor Bike Ambulances,Vehicles/Cars,Other,Delivery beds,Maternity beds,Total overningt beds,20 watts generators,30 watts generators,40 watts generator,50 watts generator,Laptop,Desktop,Staff houses,Public tap/stand pipe,Generator,Piped into health facility,Piped into facility ground,Tube well/borehole,Tanker truck,No electricity,Solar panels,Wired for electricity,Connected to ESCOM Grid,Near ESCOM Grid,Rainwater harvesting,National Grid,Protected dug well,protected spring,Unprotected dug well,unprotected spring,surface water(Dam/Lake/River/Pond,Other,Incinerator,Placenta pit,Rubbish pit,Toilet,Pit latrine,Staff training in waste management last 2 years,Chamber industrial,Chamber drum,Flat ground,Protected ground,Pit no protection,Protected ground or pit,Covered container,Other protected environment,Other,Non sharp chamber industrial,Non sharp chamber drum,Non sharp flat ground,Non sharp pit protected ground,Non sharp covered pit,Non sharp open pit,Non sharp protected_ground,Non sharp covered container,Non sharp other protected environment,Non sharp other,Airtel,TNM,Access,MTL,Other,GWAN,Skyband,Globe
189,MJ210189,[],1234,Chikuli,chikuli,near mj sec.school,"p.o. box 1234, Kuunika",Kuunika,Mabuka,albert lingalawe,999958451,alingalawe@gmail.com,Mulanje,MJ,Dispensary,WGS 84,35.65,-16.05,rural,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,,,
190,KU070190,[],0,"Chikumbutso Private Clinic, Ng",chikumbutso,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mwase,John Bands,111234567,johnbanda@kuunika.org,Kasungu,KU,Clinic,WGS 84,33.43,-13.07,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,DZ030191,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Y4kaJs4jbod.json"", ""code"": ""Y4kaJs4jbod"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1702"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1702"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""345"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/101,Chikuse Health Centre,Chikuse,"chikuse village T/A Kasumbu, Dedza, Malawi","p.o. box 136, Dedza",Kuunika,kasumbu,Gabriel Chimkonda,999398086,gabrielchimkonda@gmail.com,Dedza,DZ,Health Centre,WGS 84,34.32,-14.15,rural,29728,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
192,KA150192,[],MCM/MOH/HP,Chikutu,Chikutu,Chikutu,C/O Kaporo Health Centre,Kuunika,kilupula,Shadreck Simkonda,993946405,karongadho@yahoo.co.uk,Karonga,KA,Health Post,WGS 84,33.73,-9.77,Rural,3647,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,
193,CK270193,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/JQw6oDs7C6C.json"", ""code"": ""JQw6oDs7C6C"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CK3303"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CK3303"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""16"", ""system"": ""DHAMIS""}]",1,Chikwawa District Hospital,Chikwawa,Kuunik,"p.o. box 1234, Kuunika",Kuunika,Kasisi,John Bands,111234567,johnbanda@kuunika.org,Chikwawa,CK,District Hospital,WGS 84,34.79,-16.02,urban,50169,Functional,Government,Registered (Pending Certification),220,,1,,,1,,4,47,216,,,,,,22,22,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
194,MHG190194,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/teLlh1E6CxB.json"", ""code"": ""teLlh1E6CxB"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MHG2602"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MHG2602"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""17"", ""system"": ""DHAMIS""}]",12345,Chikweo Health Centre,Chikweo,"Chikweo Trading Centre, T/A Chikweo Machinga","Chikweo HC, T/A Chikweo, Machinga",Kuunika,Chikweo,Mr. C. Gama,881068371,machingadho@gmail.com,Machinga,MHG,Health Centre,WGS 84,35.67,-14.77,Rural,90735,Functional,Government,Registered,,,1,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
195,KB050195,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/QlnCjd3M0E1.json"", ""code"": ""QlnCjd3M0E1"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NB0303"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NB0303"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""497"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/06,Chikwina Health Centre,Chikwina,chikwina,Box 4. Nkhata Bay,Kuunika,Nyaluwanga,Tendai Kasambala,111234567,tendaikasambala2@gmail.com,Nkhata Bay,KB,Health Centre,WGS 84,34.17,-11.40,Rural,23630,Functional,Government,Registered,6,,,,,,,2,4,4,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
196,DZ030196,[],,Chilamba,Chilamba,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Kaphuka,John Bands,111234567,johnbanda@kuunika.org,Dedza,DZ,Clinic,WGS 84,34.24,-14.36,urban,0,Non-functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,
197,KB050197,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/bNcnSc6bFll.json"", ""code"": ""bNcnSc6bFll"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NB0304"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NB0304"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""937"", ""system"": ""DHAMIS""}]",MCM/CHAM/HC/59,Chilambwe Health Centre,Chilambwe,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mankhambira,Anglican Diocese of Northern Malawi,888767719,bmainga@gmail.com,Nkhata Bay,KB,Health Centre,WGS 84,34.32,-11.69,urban,0,Functional,Christian Health Association of Malawi (CHAM),Registered,9,,,,,,,5,1,4,,,,,,,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,
198,BT240198,[],,Chilani,Chilani,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Nsomba,John Bands,111234567,johnbanda@kuunika.org,Blantyre,BT,Health Centre,WGS 84,35.01,-15.83,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,KK100199,[],MCM/PA/737,Chilani Private,Chilani,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Nkhotakota,KK,Clinic,WGS 84,34.17,-12.73,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,TRUE,,TRUE,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
200,LL040200,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/jg1ZTgMBMGt.json"", ""code"": ""jg1ZTgMBMGt"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4093"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4093"", ""system"": ""OpenLMIS""}]",MCM/ MP/2245,Child Legacy Community Hospital,Child Legacy (Mkanga),Near Nsundwe TC,"P.O Box 1927, Lilongwe",Kuunika,Kalolo,Dr. Joseph Makondi,888511997,drmakondi@childlegacy.com,Lilongwe,LL,Hospital,WGS 84,33.47,-14.07,rural,23721,Functional,Non-Government,Registered,56,,,,,,,6,56,50,,,,,,18,18,,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,
201,LL040201,[],MCM/C/199,Children of Blessings,Children of,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Dispensary,,,,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,BT240202,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/OXaQtzbzMoy.json"", ""code"": ""OXaQtzbzMoy"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2904"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2904"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""18"", ""system"": ""DHAMIS""}]",0,Chileka Health Centre,Chileka,Along chileka road opposite Chileka Airport,P.o. Box 66 Blantyre,Kuunika,,Mr. Twaibu Makunganya,888131409,makunganyatwaibu@gmail.com,Blantyre,BT,Health Centre,,34.30,-13.25,Urban,34046,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,LL040203,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/OXaQtzbzMoy.json"", ""code"": ""OXaQtzbzMoy"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2904"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2904"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""18"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/134,Chileka Health Centre,Chileka,chileka,"p.o. box 25, Namitete",Kuunika,Kalolo,Peggie Mwandira,999444684,johnbanda@kuunika.org,Lilongwe,LL,Health Centre,WGS 84,33.39,-14.02,rural,49273,Functional,Government,Registered,20,,1,,,,,3,15,2,,,,,,1,1,,,,,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,
204,BT240204,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/v0GaaWRKm61.json"", ""code"": ""v0GaaWRKm61"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2923"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2923"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""852"", ""system"": ""DHAMIS""}]",0,Chileka SDA,Malamulo,Samama village near Chileka SDA secondary and Primary school,P.o. Box 33 Blantyre,Kuunika,Kumtaja,Mrs Emily Alimoyo,888604982,emilynsulupi@gmail.com,Blantyre,BT,Health Centre,WGS 84,34.93,-15.66,Rural,19055,Functional,Christian Health Association of Malawi (CHAM),Registered,10,,,1,,,,2,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
205,TO310205,[],0,Chilengo,Chilengo,"Loti Village, TA Mphuka","p.o. box 21, Thyolo",Kuunika,Mphuka,Maguza Mangochi,888696690,ajumbe@medcol.mw,Thyolo,TO,Dispensary,WGS 84,35.02,-16.14,Rural,97760,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
206,LL040206,[],,"Chilewani, Billy B. K. Gift of",Chilewani,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.75,-13.91,urban,0,Non-functional,Mission/Faith-based (other than CHAM),Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,BT240207,[],0,Chirimba health centre,Chirimba,"Magalasi road, @ Dennis stage near River of Life Church",P/Bag  66 Blantyre,Kuunika,,Thoko Matipwiri,999022333,tmopiwa@gmail.com,Blantyre,BT,Dispensary,WGS 84,35.02,-15.75,Urban,67527,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,,,
208,RU140208,[],0,Chilinda,Chilinda clinic,Katowo,P.O.Katowo,Kuunika,Chikulamayembe,Thengo Milanzi (HSA),888697678,smacheso@gmail.com,Rumphi,RU,Health Post,WGS 84,33.81,-10.59,Rural,1425,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,
209,LL040209,[],,Chilinde Health Services,Chilinde,Kuunika,"p.o. box 1234, Kuunika",Kuunika,tsabango,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.81,-14.00,urban,0,Non-functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,MJ210210,[],,Chilingwe,chilingwe,Kuunika,"p.o. box 1234, Kuunika",Kuunika,mabuka,John Bands,111234567,johnbanda@kuunika.org,Mulanje,MJ,Dispensary,WGS 84,35.65,-16.00,urban,0,Non-functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,MH200211,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/fwUSM7rJllv.json"", ""code"": ""fwUSM7rJllv"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2502"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2502"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""19"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/141,Chilipa Health Centre,Chilipa,Chilipa,"DHO, Box 42 Mangochi",Kuunika,chilipa,Maureen Jumbe,999625450,johnbanda@kuunika.org,Mangochi,MH,Health Centre,WGS 84,34.97,-14.70,Rural,35785,Functional,Government,Registered (Pending Certification),58,,,,,,,6,12,40,,,,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,
212,ZA230212,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/fwUSM7rJllv.json"", ""code"": ""fwUSM7rJllv"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2502"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2502"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""19"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/65,Chilipa Health Centre,Chilipa,chilipa,"Zomba DHO, P/bag 18, Zomba",Kuunika,lumbe,Norah Kalenga,998213411,zombadho@gmail.com,Zomba,ZA,Health Centre,WGS 84,35.12,-15.32,Rural,18251,Functional,Christian Health Association of Malawi (CHAM),Registered,33,,,,,,,2,8,23,,,,,,,,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,,,
213,BT240213,[],0,Chilobwe,Chilobwe Private Clinic,Kuunika,"P.o Box 51286, Limbe",Kuunika,Kapeni,Mr M. Banda,991802510,blantyredho@gmail.com,Blantyre,BT,Clinic,WGS 84,35.01,-15.83,Urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,
214,LL040214,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Xx5fmiIR0fW.json"", ""code"": ""Xx5fmiIR0fW"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1564"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1564"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""854"", ""system"": ""DHAMIS""}]",0,Chilobwe/Majiga Health Centre,Chilobwe,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Khongono,Christopher Liwonde,996871573,johnbanda@kuunika.org,Lilongwe,LL,Health Centre,WGS 84,33.37,-13.85,rural,8696,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
215,BT240215,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/J7tslE7mZww.json"", ""code"": ""J7tslE7mZww"", ""system"": ""DHIS2""}]",0  0,Chilomoni,Chilomoni pvt clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Kuntaja,John Bands,111234567,johnbanda@kuunika.org,Blantyre,BT,Clinic,WGS 84,34.98,-15.77,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,,,,
216,BT240216,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/DAueKP2YUvT.json"", ""code"": ""DAueKP2YUvT"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2905"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2905"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""20"", ""system"": ""DHAMIS""}]",0,Chilomoni Health Centre,Chilomoni,Behind Chilomoni main Market.,P/Bag 66 Blantyre,Kuunika,Machinjiri,Dr. Hawa Mtitimira,995038918,drhmtitimila@gmail.com,Blantyre,BT,Health Centre,WGS 84,34.98,-15.77,Urban,84037,Functional,Government,Registered,,,,,,,,,,,,,,,,13,13,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,
217,BT240217,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/kdClQ6xlOfO.json"", ""code"": ""kdClQ6xlOfO"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2905"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2905"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1442"", ""system"": ""DHAMIS""}]",,Chilomoni BLM,BLM Chilomoni Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Blantyre,BT,Health Centre,,,,urban,0,Functional,Non-Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,MH200218,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Px30WvhGQQf.json"", ""code"": ""Px30WvhGQQf"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2539"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2539"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1242"", ""system"": ""DHAMIS""}]",MCM/MOH/?,Chilonga Health care,Chilonga,Chilonga Namkumba,DHO P.O. Box 42 Mangochi,Kuunika,namkumba,Stanley Chakudza,993187069,johnbanda@kuunika.org,Mangochi,MH,Health Centre,WGS 84,34.87,-14.47,Rural,17613,Functional,Government,Registered (Pending Certification),13,,,,,,,2,9,11,,,,,,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
219,MZ160219,[],1234,Chilukwa,Chilukwa,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Mzimba,MZ,Health Post,,33.82,-11.29,urban,0,Functional,Christian Health Association of Malawi (CHAM),Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,KA150220,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/Z6krawIPDu7.json"", ""code"": ""Z6krawIPDu7"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KA0224"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KA0224"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""396"", ""system"": ""DHAMIS""}]",0,Chilumba Barracks,Chilumba Barracks,Chilumba Barracks,"P.O Box 43, Chilumba",Kuunika,Wansambo,Major JE Maalikebu,998756763,jmalikebu@yahoo.com,Karonga,KA,Health Centre,WGS 84,34.21,-10.39,Rural,5689,Functional,Government,Registered,21,,,,,,,2,,19,,,,,,1,1,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,
221,KA150221,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/uHPXBdcz85N.json"", ""code"": ""uHPXBdcz85N"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KA0201"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KA0201"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""21"", ""system"": ""DHAMIS""}]",MCM/MOH/RH/03,Chilumba Rural Hospital,Jetty,Chilumba Jetty,"PO Box 131, Chilumba",Kuunika,wasambo,Promise Frazer,996660190,karongadho@yahoo.co.uk,Karonga,KA,Hospital,WGS 84,34.25,-10.43,Rural,17616,Functional,Government,Registered,17,,1,1,,,,3,11,14,,,,,,2,2,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,
222,TO310222,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/WraUiby57xZ.json"", ""code"": ""WraUiby57xZ"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""TO3104"", ""system"": ""OpenLMIS""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""TO3104"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""22"", ""system"": ""DHAMIS""}]",0,Chimaliro Health Centre,Chimaliro Health Centre,3 kilometers east of goliati trading center,"p.o. box 21, Thyolo",Kuunika,Chimaliro,Harry Mukakama,884186755,ajumbe@medcol.mw,Thyolo,TO,Health Centre,WGS 84,35.18,-15.98,rulal,32722,Functional,Government,Registered,15,,,,,,,3,10,10,,,,,,11,11,,,TRUE,,TRUE,,,,,TRUE,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,,,TRUE,,,,,TRUE,,,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,,,,,,
223,LL040223,[],,"Chimango, Amon B. Ali Private",Ali,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Chitukula,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.82,-13.78,urban,0,Non-functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
224,BLK170224,[],1234,Chimatiro,Chimatiro,Chimatiro,"p.o. box 138, Balaka",Kuunika,senior chief sawali,chifundo macheya,888320984,cmacheya@gmail.com,Balaka,BLK,Dispensary,WGS 84,35.02,-14.96,Rural,10215,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
